customer_id,customer_segment,year_to_year,product-segment-1_previous,product-segment-1_following,product-segment-1_diff,product-segment-3_previous,product-segment-3_following,product-segment-3_diff,product-segment-2_previous,product-segment-2_following,product-segment-2_diff,total_value_previous,total_value_following,total_diff
CUST-0988,large,2021_2022,0.0,749.61,749.61,883.05,0.0,-883.05,0.0,0.0,0.0,883.05,749.61,-133.43999999999994
CUST-0990,large,2021_2022,729.39,0.0,-729.39,0.0,0.0,0.0,0.0,692.59,692.59,729.39,692.59,-36.799999999999955
CUST-0993,large,2021_2022,0.0,0.0,0.0,649.2,824.07,174.87,0.0,0.0,0.0,649.2,824.07,174.87
CUST-1026,large,2021_2022,0.0,954.03,954.03,0.0,0.0,0.0,604.4,0.0,-604.4,604.4,954.03,349.63
CUST-1048,large,2021_2022,0.0,0.0,0.0,0.0,517.34,517.34,812.1,0.0,-812.1,812.1,517.34,-294.76
CUST-1074,large,2021_2022,567.39,0.0,-567.39,0.0,801.09,801.09,612.85,0.0,-612.85,1180.24,801.09,-379.15
CUST-1091,large,2021_2022,0.0,0.0,0.0,638.07,588.49,-49.58000000000004,0.0,0.0,0.0,638.07,588.49,-49.58000000000004
CUST-1130,large,2021_2022,0.0,0.0,0.0,835.95,608.11,-227.84000000000003,0.0,1640.31,1640.31,835.95,2248.42,1412.47
CUST-1136,large,2021_2022,0.0,0.0,0.0,770.29,720.12,-50.16999999999996,0.0,0.0,0.0,770.29,720.12,-50.16999999999996
CUST-1138,large,2021_2022,861.73,948.32,86.59000000000003,0.0,0.0,0.0,0.0,0.0,0.0,861.73,948.32,86.59000000000003
CUST-1159,large,2021_2022,0.0,578.93,578.93,0.0,0.0,0.0,630.12,0.0,-630.12,630.12,578.93,-51.190000000000055
CUST-1174,large,2021_2022,0.0,0.0,0.0,0.0,0.0,0.0,932.57,853.3,-79.2700000000001,932.57,853.3,-79.2700000000001
CUST-1176,large,2021_2022,0.0,0.0,0.0,837.64,0.0,-837.64,0.0,698.17,698.17,837.64,698.17,-139.47000000000003
CUST-1180,large,2021_2022,948.5,847.32,-101.17999999999995,919.28,0.0,-919.28,0.0,0.0,0.0,1867.78,847.32,-1020.4599999999999
CUST-1197,large,2021_2022,0.0,849.13,849.13,999.4,552.67,-446.73,0.0,0.0,0.0,999.4,1401.8,402.4
CUST-1203,large,2021_2022,0.0,696.62,696.62,902.66,0.0,-902.66,0.0,0.0,0.0,902.66,696.62,-206.03999999999996
CUST-1217,large,2021_2022,0.0,802.9,802.9,996.36,0.0,-996.36,0.0,845.45,845.45,996.36,1648.35,651.9899999999999
CUST-1223,large,2021_2022,993.76,0.0,-993.76,0.0,798.61,798.61,0.0,0.0,0.0,993.76,798.61,-195.14999999999998
CUST-1224,large,2021_2022,0.0,0.0,0.0,0.0,519.77,519.77,857.76,0.0,-857.76,857.76,519.77,-337.99
CUST-1226,large,2021_2022,952.43,0.0,-952.43,0.0,1605.24,1605.24,0.0,0.0,0.0,952.43,1605.24,652.8100000000001
CUST-1249,large,2021_2022,581.27,0.0,-581.27,0.0,0.0,0.0,0.0,970.8,970.8,581.27,970.8,389.53
CUST-1252,large,2021_2022,0.0,0.0,0.0,0.0,539.36,539.36,654.75,0.0,-654.75,654.75,539.36,-115.38999999999999
CUST-1254,large,2021_2022,621.42,0.0,-621.42,0.0,749.1,749.1,0.0,0.0,0.0,621.42,749.1,127.68000000000006
CUST-1287,large,2021_2022,509.55,972.58,463.03000000000003,0.0,0.0,0.0,0.0,0.0,0.0,509.55,972.58,463.03000000000003
CUST-1305,large,2021_2022,0.0,0.0,0.0,0.0,590.99,590.99,625.68,0.0,-625.68,625.68,590.99,-34.68999999999994
CUST-1306,large,2021_2022,909.82,0.0,-909.82,0.0,0.0,0.0,838.34,582.23,-256.11,1748.16,582.23,-1165.93
CUST-1318,large,2021_2022,0.0,0.0,0.0,0.0,809.58,809.58,1260.94,0.0,-1260.94,1260.94,809.58,-451.36
CUST-1327,large,2021_2022,0.0,825.78,825.78,964.29,0.0,-964.29,0.0,0.0,0.0,964.29,825.78,-138.51
CUST-1328,large,2021_2022,0.0,623.84,623.84,658.94,0.0,-658.94,0.0,0.0,0.0,658.94,623.84,-35.10000000000002
CUST-1338,large,2021_2022,979.72,0.0,-979.72,720.68,839.19,118.5100000000001,0.0,0.0,0.0,1700.4,839.19,-861.21
CUST-1351,large,2021_2022,0.0,0.0,0.0,510.31,0.0,-510.31,0.0,547.17,547.17,510.31,547.17,36.85999999999996
CUST-1353,large,2021_2022,0.0,0.0,0.0,745.97,778.47,32.5,0.0,0.0,0.0,745.97,778.47,32.5
CUST-1357,large,2021_2022,0.0,0.0,0.0,0.0,936.41,936.41,905.89,0.0,-905.89,905.89,936.41,30.519999999999982
CUST-1363,large,2021_2022,854.08,0.0,-854.08,0.0,0.0,0.0,0.0,934.99,934.99,854.08,934.99,80.90999999999997
CUST-1372,large,2021_2022,0.0,0.0,0.0,0.0,609.51,609.51,821.58,0.0,-821.58,821.58,609.51,-212.07000000000005
CUST-1403,large,2021_2022,0.0,1846.13,1846.13,623.58,523.2,-100.38,0.0,0.0,0.0,623.58,2369.33,1745.75
CUST-1416,large,2021_2022,0.0,0.0,0.0,0.0,968.73,968.73,563.19,0.0,-563.19,563.19,968.73,405.53999999999996
CUST-1422,large,2021_2022,914.68,639.94,-274.7399999999999,0.0,0.0,0.0,0.0,0.0,0.0,914.68,639.94,-274.7399999999999
CUST-1423,large,2021_2022,0.0,0.0,0.0,851.94,840.19,-11.75,0.0,0.0,0.0,851.94,840.19,-11.75
CUST-1424,large,2021_2022,0.0,619.48,619.48,716.81,0.0,-716.81,0.0,0.0,0.0,716.81,619.48,-97.32999999999993
CUST-1425,large,2021_2022,671.97,535.61,-136.36,0.0,688.12,688.12,0.0,929.08,929.08,671.97,2152.81,1480.84
CUST-1447,large,2021_2022,0.0,0.0,0.0,0.0,0.0,0.0,513.81,696.66,182.85000000000002,513.81,696.66,182.85000000000002
CUST-1461,large,2021_2022,0.0,779.39,779.39,549.0,0.0,-549.0,0.0,0.0,0.0,549.0,779.39,230.39
CUST-1462,large,2021_2022,0.0,0.0,0.0,0.0,629.54,629.54,696.32,0.0,-696.32,696.32,629.54,-66.78000000000009
CUST-1477,large,2021_2022,0.0,0.0,0.0,874.18,0.0,-874.18,0.0,821.96,821.96,874.18,821.96,-52.219999999999914
CUST-1483,large,2021_2022,0.0,0.0,0.0,846.02,799.68,-46.34000000000003,0.0,0.0,0.0,846.02,799.68,-46.34000000000003
CUST-1488,large,2021_2022,678.63,0.0,-678.63,0.0,0.0,0.0,0.0,522.79,522.79,678.63,522.79,-155.84000000000003
CUST-1500,large,2021_2022,0.0,0.0,0.0,939.24,643.21,-296.03,664.39,0.0,-664.39,1603.63,643.21,-960.4200000000001
CUST-1511,large,2021_2022,1424.4099999999999,703.55,-720.8599999999999,0.0,0.0,0.0,0.0,0.0,0.0,1424.4099999999999,703.55,-720.8599999999999
CUST-1520,large,2021_2022,0.0,624.16,624.16,557.52,0.0,-557.52,842.24,0.0,-842.24,1399.76,624.16,-775.6
CUST-1530,large,2021_2022,0.0,0.0,0.0,591.52,857.09,265.57000000000005,0.0,0.0,0.0,591.52,857.09,265.57000000000005
CUST-1531,large,2021_2022,0.0,666.35,666.35,521.59,0.0,-521.59,527.93,0.0,-527.93,1049.52,666.35,-383.16999999999996
CUST-1562,large,2021_2022,0.0,0.0,0.0,582.2,502.33,-79.87000000000006,0.0,0.0,0.0,582.2,502.33,-79.87000000000006
CUST-1580,large,2021_2022,0.0,675.04,675.04,697.65,0.0,-697.65,0.0,0.0,0.0,697.65,675.04,-22.610000000000014
CUST-1584,large,2021_2022,0.0,0.0,0.0,803.42,563.07,-240.3499999999999,0.0,0.0,0.0,803.42,563.07,-240.3499999999999
CUST-1627,large,2021_2022,743.24,0.0,-743.24,0.0,715.49,715.49,0.0,0.0,0.0,743.24,715.49,-27.75
CUST-1629,large,2021_2022,545.18,514.5,-30.67999999999995,0.0,779.18,779.18,0.0,0.0,0.0,545.18,1293.6799999999998,748.4999999999999
CUST-1631,large,2021_2022,0.0,0.0,0.0,707.95,890.61,182.65999999999997,0.0,0.0,0.0,707.95,890.61,182.65999999999997
CUST-1649,large,2021_2022,762.86,726.73,-36.129999999999995,0.0,768.26,768.26,0.0,0.0,0.0,762.86,1494.99,732.13
CUST-1664,large,2021_2022,0.0,568.85,568.85,566.86,0.0,-566.86,0.0,0.0,0.0,566.86,568.85,1.990000000000009
CUST-1665,large,2021_2022,739.78,0.0,-739.78,0.0,0.0,0.0,0.0,594.35,594.35,739.78,594.35,-145.42999999999995
CUST-1679,large,2021_2022,713.11,0.0,-713.11,0.0,0.0,0.0,0.0,623.18,623.18,713.11,623.18,-89.93000000000006
CUST-1693,large,2021_2022,787.55,0.0,-787.55,0.0,826.21,826.21,0.0,0.0,0.0,787.55,826.21,38.66000000000008
CUST-1708,large,2021_2022,777.08,832.81,55.729999999999905,0.0,0.0,0.0,0.0,0.0,0.0,777.08,832.81,55.729999999999905
CUST-1714,large,2021_2022,0.0,0.0,0.0,1465.8600000000001,535.57,-930.2900000000001,539.29,0.0,-539.29,2005.15,535.57,-1469.58
CUST-1753,large,2021_2022,0.0,558.24,558.24,0.0,853.66,853.66,934.61,0.0,-934.61,934.61,1411.9,477.2900000000001
CUST-1771,large,2021_2022,0.0,944.15,944.15,0.0,0.0,0.0,1854.79,0.0,-1854.79,1854.79,944.15,-910.64
CUST-1805,large,2021_2022,0.0,0.0,0.0,0.0,0.0,0.0,911.88,649.34,-262.53999999999996,911.88,649.34,-262.53999999999996
CUST-1808,large,2021_2022,930.74,0.0,-930.74,0.0,802.77,802.77,0.0,0.0,0.0,930.74,802.77,-127.97000000000003
CUST-1810,large,2021_2022,882.11,1395.8200000000002,513.7100000000002,0.0,0.0,0.0,0.0,0.0,0.0,882.11,1395.8200000000002,513.7100000000002
CUST-1817,large,2021_2022,0.0,843.67,843.67,667.38,0.0,-667.38,0.0,854.36,854.36,667.38,1698.03,1030.65
CUST-1820,large,2021_2022,0.0,703.14,703.14,657.71,0.0,-657.71,0.0,0.0,0.0,657.71,703.14,45.42999999999995
CUST-1826,large,2021_2022,563.33,500.25,-63.08000000000004,0.0,0.0,0.0,0.0,578.29,578.29,563.33,1078.54,515.2099999999999
CUST-1833,large,2021_2022,0.0,0.0,0.0,540.26,0.0,-540.26,0.0,510.09,510.09,540.26,510.09,-30.170000000000016
CUST-1834,large,2021_2022,623.9,891.54,267.64,0.0,0.0,0.0,0.0,0.0,0.0,623.9,891.54,267.64
CUST-1835,large,2021_2022,0.0,0.0,0.0,958.93,0.0,-958.93,0.0,513.98,513.98,958.93,513.98,-444.94999999999993
CUST-1859,large,2021_2022,0.0,0.0,0.0,522.28,0.0,-522.28,0.0,987.42,987.42,522.28,987.42,465.14
CUST-1866,large,2021_2022,613.16,701.04,87.88,0.0,0.0,0.0,0.0,0.0,0.0,613.16,701.04,87.88
CUST-1867,large,2021_2022,0.0,810.55,810.55,0.0,0.0,0.0,690.67,0.0,-690.67,690.67,810.55,119.88
CUST-1868,large,2021_2022,872.29,0.0,-872.29,0.0,1166.33,1166.33,0.0,0.0,0.0,872.29,1166.33,294.03999999999996
CUST-1930,large,2021_2022,0.0,0.0,0.0,0.0,640.58,640.58,620.34,0.0,-620.34,620.34,640.58,20.24000000000001
CUST-1934,large,2021_2022,0.0,0.0,0.0,0.0,0.0,0.0,835.0,669.22,-165.77999999999997,835.0,669.22,-165.77999999999997
CUST-1950,large,2021_2022,0.0,0.0,0.0,528.61,0.0,-528.61,0.0,988.25,988.25,528.61,988.25,459.64
CUST-1965,large,2021_2022,0.0,0.0,0.0,0.0,667.25,667.25,612.37,0.0,-612.37,612.37,667.25,54.879999999999995
CUST-1983,large,2021_2022,0.0,682.01,682.01,0.0,0.0,0.0,1520.1,612.09,-908.0099999999999,1520.1,1294.1,-226.0
CUST-1984,large,2021_2022,0.0,0.0,0.0,757.42,0.0,-757.42,0.0,521.72,521.72,757.42,521.72,-235.69999999999993
CUST-1993,large,2021_2022,0.0,0.0,0.0,902.77,0.0,-902.77,0.0,647.81,647.81,902.77,647.81,-254.96000000000004
CUST-2029,large,2021_2022,0.0,0.0,0.0,996.22,0.0,-996.22,0.0,807.66,807.66,996.22,807.66,-188.56000000000006
CUST-2039,large,2021_2022,659.95,1237.01,577.06,0.0,0.0,0.0,0.0,0.0,0.0,659.95,1237.01,577.06
CUST-2051,large,2021_2022,0.0,851.66,851.66,0.0,0.0,0.0,2170.05,822.55,-1347.5000000000002,2170.05,1674.21,-495.84000000000015
CUST-2052,large,2021_2022,708.48,0.0,-708.48,0.0,556.6,556.6,0.0,0.0,0.0,708.48,556.6,-151.88
CUST-2053,large,2021_2022,0.0,0.0,0.0,0.0,665.43,665.43,580.1,0.0,-580.1,580.1,665.43,85.32999999999993
CUST-2068,large,2021_2022,0.0,0.0,0.0,575.86,585.45,9.590000000000032,0.0,0.0,0.0,575.86,585.45,9.590000000000032
CUST-2081,large,2021_2022,0.0,953.79,953.79,628.31,652.11,23.800000000000068,0.0,0.0,0.0,628.31,1605.9,977.5900000000001
CUST-2118,large,2021_2022,877.63,0.0,-877.63,0.0,914.42,914.42,717.34,0.0,-717.34,1594.97,914.42,-680.5500000000001
CUST-2127,large,2021_2022,0.0,715.15,715.15,916.54,768.11,-148.42999999999995,0.0,0.0,0.0,916.54,1483.26,566.72
CUST-2148,large,2021_2022,0.0,856.85,856.85,804.93,0.0,-804.93,0.0,0.0,0.0,804.93,856.85,51.92000000000007
CUST-2160,large,2021_2022,0.0,0.0,0.0,0.0,522.81,522.81,816.24,0.0,-816.24,816.24,522.81,-293.43000000000006
CUST-2184,large,2021_2022,545.89,894.83,348.94000000000005,0.0,0.0,0.0,0.0,0.0,0.0,545.89,894.83,348.94000000000005
CUST-2194,large,2021_2022,984.79,0.0,-984.79,0.0,0.0,0.0,798.59,906.13,107.53999999999996,1783.38,906.13,-877.2500000000001
CUST-2203,large,2021_2022,847.99,0.0,-847.99,0.0,617.37,617.37,0.0,0.0,0.0,847.99,617.37,-230.62
CUST-2216,large,2021_2022,0.0,0.0,0.0,819.98,562.38,-257.6,0.0,599.56,599.56,819.98,1161.94,341.96000000000004
CUST-2218,large,2021_2022,0.0,0.0,0.0,671.6,0.0,-671.6,0.0,1317.0900000000001,1317.0900000000001,671.6,1317.0900000000001,645.4900000000001
CUST-2225,large,2021_2022,718.54,685.55,-32.99000000000001,0.0,0.0,0.0,0.0,0.0,0.0,718.54,685.55,-32.99000000000001
CUST-2245,large,2021_2022,714.82,0.0,-714.82,0.0,981.36,981.36,0.0,0.0,0.0,714.82,981.36,266.53999999999996
CUST-2258,large,2021_2022,0.0,0.0,0.0,0.0,721.49,721.49,661.47,0.0,-661.47,661.47,721.49,60.01999999999998
CUST-2259,large,2021_2022,0.0,0.0,0.0,686.32,0.0,-686.32,0.0,681.24,681.24,686.32,681.24,-5.080000000000041
CUST-2267,large,2021_2022,0.0,0.0,0.0,663.31,0.0,-663.31,0.0,587.42,587.42,663.31,587.42,-75.88999999999999
CUST-2271,large,2021_2022,0.0,516.52,516.52,0.0,0.0,0.0,638.0,0.0,-638.0,638.0,516.52,-121.48000000000002
CUST-2272,large,2021_2022,815.78,0.0,-815.78,0.0,0.0,0.0,0.0,830.69,830.69,815.78,830.69,14.910000000000082
CUST-2278,large,2021_2022,972.15,0.0,-972.15,0.0,962.02,962.02,0.0,0.0,0.0,972.15,962.02,-10.129999999999995
CUST-2282,large,2021_2022,0.0,793.47,793.47,0.0,0.0,0.0,884.99,0.0,-884.99,884.99,793.47,-91.51999999999998
