order_date;customer_id;user_segment;product_id;product_segment;order_year;order_value_eur
2021-09-25;CUST-3808;large;PROD-651;product-segment-2;2021;685.54
2021-02-08;CUST-9170;small;PROD-374;product-segment-2;2021;102.48
2021-01-06;CUST-2053;large;PROD-286;product-segment-2;2021;580.1
2021-04-13;CUST-1065;large;PROD-899;product-segment-3;2021;853.82
2021-10-12;CUST-5296;small;PROD-937;product-segment-3;2021;105.98
2021-12-17;CUST-6708;large;PROD-360;product-segment-2;2021;571.74
2021-12-26;CUST-8043;small;PROD-234;product-segment-2;2021;138.05
2021-02-01;CUST-2067;large;PROD-316;product-segment-3;2021;723.06
2021-10-16;CUST-4039;medium;PROD-209;product-segment-2;2021;350.7
2021-12-19;CUST-4913;small;PROD-263;product-segment-3;2021;87.0
2021-10-21;CUST-1936;small;PROD-358;product-segment-1;2021;195.88
2021-01-28;CUST-8952;medium;PROD-769;product-segment-3;2021;311.72
2021-10-13;CUST-0458;medium;PROD-358;product-segment-1;2021;493.39
2021-05-12;CUST-2442;large;PROD-313;product-segment-3;2021;857.92
2021-04-13;CUST-9708;medium;PROD-312;product-segment-2;2021;226.2
2021-04-05;CUST-6938;small;PROD-870;product-segment-3;2021;164.25
2021-01-07;CUST-1949;medium;PROD-788;product-segment-3;2021;325.88
2021-08-04;CUST-7124;medium;PROD-913;product-segment-3;2021;315.55
2021-05-28;CUST-2449;small;PROD-939;product-segment-1;2021;198.45
2021-06-09;CUST-3347;medium;PROD-972;product-segment-2;2021;329.57
2021-02-22;CUST-2735;large;PROD-669;product-segment-1;2021;688.22
2021-07-24;CUST-5878;large;PROD-385;product-segment-2;2021;768.83
2021-04-03;CUST-9032;small;PROD-557;product-segment-1;2021;199.8
2021-09-12;CUST-1161;medium;PROD-154;product-segment-2;2021;211.54
2021-01-03;CUST-6434;medium;PROD-993;product-segment-3;2021;392.83
2021-09-15;CUST-0107;small;PROD-114;product-segment-1;2021;18.41
2021-07-17;CUST-1079;medium;PROD-233;product-segment-3;2021;220.14
2021-10-12;CUST-0320;medium;PROD-525;product-segment-1;2021;383.27
2021-06-01;CUST-0380;small;PROD-198;product-segment-2;2021;130.25
2021-12-05;CUST-9642;large;PROD-107;product-segment-3;2021;982.65
2021-09-16;CUST-1535;large;PROD-801;product-segment-3;2021;929.45
2021-05-17;CUST-5110;medium;PROD-482;product-segment-3;2021;303.1
2021-07-15;CUST-6385;small;PROD-416;product-segment-1;2021;18.17
2021-07-12;CUST-8551;medium;PROD-249;product-segment-3;2021;311.98
2021-08-21;CUST-7816;medium;PROD-731;product-segment-1;2021;290.29
2021-12-06;CUST-4338;medium;PROD-142;product-segment-1;2021;461.12
2021-08-23;CUST-7984;small;PROD-578;product-segment-3;2021;89.37
2021-06-12;CUST-2458;large;PROD-291;product-segment-1;2021;984.31
2021-12-20;CUST-5036;small;PROD-367;product-segment-2;2021;186.07
2021-02-22;CUST-8140;large;PROD-602;product-segment-1;2021;609.63
2021-06-10;CUST-6154;small;PROD-303;product-segment-2;2021;27.54
2021-08-18;CUST-5965;large;PROD-545;product-segment-2;2021;966.94
2021-03-17;CUST-9070;medium;PROD-949;product-segment-2;2021;302.01
2021-11-08;CUST-8305;medium;PROD-958;product-segment-1;2021;278.24
2021-04-15;CUST-4601;small;PROD-673;product-segment-3;2021;175.02
2021-11-10;CUST-7506;medium;PROD-349;product-segment-2;2021;397.45
2021-04-10;CUST-7614;small;PROD-568;product-segment-1;2021;173.17
2021-12-14;CUST-8559;small;PROD-119;product-segment-3;2021;195.8
2021-03-18;CUST-8043;small;PROD-762;product-segment-1;2021;188.95
2021-08-02;CUST-4206;large;PROD-882;product-segment-3;2021;608.7
2021-06-09;CUST-2515;medium;PROD-477;product-segment-3;2021;337.33
2021-11-17;CUST-7096;large;PROD-196;product-segment-3;2021;528.09
2021-02-11;CUST-8811;large;PROD-381;product-segment-2;2021;523.75
2021-07-18;CUST-0186;large;PROD-788;product-segment-3;2021;941.83
2021-12-11;CUST-2129;large;PROD-729;product-segment-1;2021;502.72
2021-12-15;CUST-7181;small;PROD-659;product-segment-2;2021;90.53
2021-07-02;CUST-4638;medium;PROD-766;product-segment-1;2021;258.66
2021-01-09;CUST-0493;large;PROD-398;product-segment-2;2021;889.8
2021-05-18;CUST-9247;large;PROD-904;product-segment-3;2021;973.54
2021-05-23;CUST-2015;large;PROD-505;product-segment-1;2021;764.96
2021-11-08;CUST-5295;small;PROD-735;product-segment-2;2021;109.29
2021-08-11;CUST-9575;large;PROD-593;product-segment-1;2021;765.97
2021-08-18;CUST-4066;large;PROD-636;product-segment-2;2021;606.08
2021-06-20;CUST-1526;large;PROD-285;product-segment-2;2021;750.91
2021-12-20;CUST-0387;small;PROD-993;product-segment-1;2021;119.99
2021-03-24;CUST-3643;medium;PROD-310;product-segment-3;2021;211.9
2021-07-10;CUST-5830;large;PROD-444;product-segment-2;2021;974.79
2021-07-18;CUST-2604;small;PROD-643;product-segment-2;2021;194.82
2021-09-21;CUST-3323;medium;PROD-418;product-segment-2;2021;497.9
2021-04-02;CUST-5137;small;PROD-175;product-segment-3;2021;82.25
2021-02-06;CUST-5530;small;PROD-871;product-segment-3;2021;56.61
2021-07-06;CUST-1271;medium;PROD-915;product-segment-1;2021;456.99
2021-06-10;CUST-4741;large;PROD-513;product-segment-2;2021;648.07
2021-08-05;CUST-9791;small;PROD-174;product-segment-2;2021;116.05
2021-11-03;CUST-2106;medium;PROD-821;product-segment-1;2021;332.56
2021-11-02;CUST-3799;medium;PROD-603;product-segment-1;2021;333.88
2021-05-15;CUST-2534;medium;PROD-800;product-segment-3;2021;375.1
2021-06-17;CUST-1367;large;PROD-530;product-segment-2;2021;996.97
2021-11-09;CUST-3955;large;PROD-616;product-segment-2;2021;739.98
2021-04-12;CUST-3742;large;PROD-214;product-segment-2;2021;825.0
2021-03-02;CUST-3567;small;PROD-872;product-segment-1;2021;171.43
2021-05-20;CUST-9282;medium;PROD-574;product-segment-1;2021;475.78
2021-04-11;CUST-3118;medium;PROD-512;product-segment-1;2021;381.66
2021-09-20;CUST-8390;small;PROD-950;product-segment-2;2021;144.35
2021-06-24;CUST-1606;large;PROD-208;product-segment-1;2021;764.1
2021-03-18;CUST-4325;large;PROD-727;product-segment-2;2021;945.99
2021-05-14;CUST-0395;large;PROD-329;product-segment-2;2021;551.8
2021-07-06;CUST-1224;small;PROD-370;product-segment-3;2021;119.16
2021-04-13;CUST-1536;large;PROD-234;product-segment-1;2021;580.27
2021-08-21;CUST-6843;large;PROD-992;product-segment-1;2021;933.69
2021-05-01;CUST-0843;small;PROD-521;product-segment-2;2021;28.83
2021-07-28;CUST-2848;large;PROD-787;product-segment-3;2021;770.11
2021-01-07;CUST-3731;medium;PROD-296;product-segment-2;2021;299.74
2021-01-07;CUST-1002;large;PROD-131;product-segment-3;2021;625.18
2021-10-24;CUST-6956;large;PROD-153;product-segment-1;2021;584.67
2021-03-01;CUST-3746;large;PROD-788;product-segment-1;2021;948.64
2021-11-23;CUST-6374;small;PROD-581;product-segment-3;2021;117.6
2021-06-12;CUST-5012;small;PROD-766;product-segment-3;2021;13.43
2021-06-13;CUST-8852;medium;PROD-372;product-segment-3;2021;302.06
2021-04-05;CUST-6884;large;PROD-341;product-segment-2;2021;578.95
2021-05-22;CUST-1078;small;PROD-387;product-segment-3;2021;196.81
2021-08-23;CUST-1149;large;PROD-686;product-segment-2;2021;519.53
2021-07-09;CUST-2041;medium;PROD-230;product-segment-2;2021;324.12
2021-10-04;CUST-2965;medium;PROD-128;product-segment-1;2021;262.01
2021-07-21;CUST-4666;medium;PROD-725;product-segment-1;2021;252.26
2021-10-03;CUST-2257;medium;PROD-549;product-segment-2;2021;237.87
2021-04-20;CUST-6286;small;PROD-515;product-segment-3;2021;159.89
2021-09-04;CUST-8231;small;PROD-257;product-segment-2;2021;64.66
2021-09-20;CUST-9107;large;PROD-705;product-segment-2;2021;900.12
2021-09-02;CUST-8063;medium;PROD-231;product-segment-2;2021;372.33
2021-11-18;CUST-1906;medium;PROD-900;product-segment-3;2021;415.64
2021-12-10;CUST-5686;large;PROD-743;product-segment-2;2021;844.49
2021-04-01;CUST-2774;small;PROD-427;product-segment-2;2021;125.8
2021-07-16;CUST-9596;small;PROD-605;product-segment-3;2021;171.19
2021-10-11;CUST-2442;small;PROD-115;product-segment-1;2021;21.46
2021-06-11;CUST-9559;large;PROD-790;product-segment-3;2021;760.89
2021-06-13;CUST-0853;medium;PROD-185;product-segment-3;2021;285.88
2021-05-28;CUST-6594;medium;PROD-279;product-segment-2;2021;222.29
2021-01-18;CUST-6555;large;PROD-803;product-segment-2;2021;540.88
2021-01-01;CUST-6356;small;PROD-111;product-segment-1;2021;8.74
2021-06-09;CUST-0187;small;PROD-646;product-segment-3;2021;70.35
2021-12-27;CUST-3742;medium;PROD-150;product-segment-3;2021;319.78
2021-02-27;CUST-9983;medium;PROD-180;product-segment-1;2021;493.89
2021-07-23;CUST-2450;large;PROD-431;product-segment-1;2021;709.25
2021-12-09;CUST-8200;large;PROD-877;product-segment-1;2021;757.47
2021-07-19;CUST-5370;large;PROD-668;product-segment-1;2021;854.22
2021-01-28;CUST-2790;medium;PROD-153;product-segment-2;2021;480.75
2021-11-26;CUST-1356;small;PROD-740;product-segment-3;2021;185.78
2021-02-28;CUST-5514;medium;PROD-675;product-segment-3;2021;454.59
2021-01-05;CUST-9646;medium;PROD-703;product-segment-2;2021;368.32
2021-02-20;CUST-6284;large;PROD-743;product-segment-3;2021;667.47
2021-11-27;CUST-2873;medium;PROD-324;product-segment-3;2021;256.0
2021-04-20;CUST-7452;medium;PROD-613;product-segment-3;2021;261.84
2021-11-09;CUST-3900;medium;PROD-375;product-segment-2;2021;212.16
2021-11-10;CUST-9947;large;PROD-610;product-segment-3;2021;549.69
2021-12-22;CUST-1876;medium;PROD-316;product-segment-3;2021;456.01
2021-06-05;CUST-2812;large;PROD-631;product-segment-2;2021;590.38
2021-12-10;CUST-9981;large;PROD-379;product-segment-3;2021;782.53
2021-10-01;CUST-6062;small;PROD-624;product-segment-3;2021;104.72
2021-07-04;CUST-0818;small;PROD-438;product-segment-2;2021;108.3
2021-08-24;CUST-4348;medium;PROD-770;product-segment-1;2021;444.24
2021-12-04;CUST-1570;large;PROD-191;product-segment-1;2021;574.8
2021-05-19;CUST-0805;large;PROD-166;product-segment-1;2021;853.09
2021-01-20;CUST-5411;medium;PROD-668;product-segment-1;2021;476.45
2021-10-15;CUST-6666;large;PROD-469;product-segment-2;2021;992.89
2021-08-15;CUST-4650;medium;PROD-568;product-segment-2;2021;400.95
2021-09-17;CUST-3463;small;PROD-339;product-segment-1;2021;154.18
2021-03-07;CUST-0962;medium;PROD-890;product-segment-3;2021;394.86
2021-09-10;CUST-1837;small;PROD-883;product-segment-3;2021;141.31
2021-12-03;CUST-3697;small;PROD-966;product-segment-1;2021;135.71
2021-10-15;CUST-3332;large;PROD-740;product-segment-3;2021;754.28
2021-11-06;CUST-2191;medium;PROD-467;product-segment-3;2021;467.66
2021-11-27;CUST-4116;large;PROD-507;product-segment-3;2021;985.3
2021-03-11;CUST-9469;small;PROD-226;product-segment-2;2021;43.75
2021-06-24;CUST-8767;large;PROD-915;product-segment-3;2021;971.64
2021-01-19;CUST-6809;small;PROD-279;product-segment-2;2021;168.64
2021-01-13;CUST-3685;medium;PROD-910;product-segment-2;2021;356.84
2021-11-14;CUST-0451;large;PROD-549;product-segment-3;2021;874.43
2021-12-20;CUST-6512;small;PROD-369;product-segment-3;2021;53.25
2021-06-04;CUST-0295;small;PROD-263;product-segment-3;2021;144.91
2021-11-13;CUST-9744;medium;PROD-634;product-segment-1;2021;287.17
2021-11-25;CUST-4722;small;PROD-337;product-segment-3;2021;83.25
2021-12-28;CUST-8595;small;PROD-961;product-segment-1;2021;198.94
2021-09-11;CUST-3320;small;PROD-473;product-segment-1;2021;27.2
2021-02-06;CUST-5796;large;PROD-881;product-segment-2;2021;624.58
2021-04-20;CUST-9401;large;PROD-844;product-segment-1;2021;755.17
2021-07-07;CUST-2398;large;PROD-452;product-segment-2;2021;728.57
2021-05-10;CUST-5247;medium;PROD-464;product-segment-2;2021;474.76
2021-12-11;CUST-6504;small;PROD-347;product-segment-2;2021;144.22
2021-09-04;CUST-7250;small;PROD-699;product-segment-2;2021;24.78
2021-11-15;CUST-1956;medium;PROD-581;product-segment-3;2021;361.64
2021-02-06;CUST-6214;medium;PROD-713;product-segment-2;2021;427.43
2021-11-09;CUST-8296;large;PROD-464;product-segment-1;2021;847.95
2021-08-08;CUST-3322;small;PROD-227;product-segment-2;2021;116.18
2021-05-22;CUST-4847;large;PROD-145;product-segment-1;2021;613.35
2021-08-03;CUST-8491;small;PROD-894;product-segment-3;2021;41.84
2021-09-12;CUST-3912;small;PROD-347;product-segment-2;2021;95.33
2021-12-11;CUST-4035;small;PROD-421;product-segment-2;2021;63.29
2021-05-06;CUST-4622;medium;PROD-355;product-segment-2;2021;469.93
2021-02-24;CUST-0312;small;PROD-975;product-segment-3;2021;31.28
2021-09-26;CUST-8478;medium;PROD-386;product-segment-1;2021;422.44
2021-01-14;CUST-1578;small;PROD-820;product-segment-1;2021;123.08
2021-02-26;CUST-3435;large;PROD-735;product-segment-3;2021;732.43
2021-10-08;CUST-5486;large;PROD-193;product-segment-1;2021;926.49
2021-09-04;CUST-6086;small;PROD-353;product-segment-2;2021;104.67
2021-09-01;CUST-2081;large;PROD-987;product-segment-3;2021;628.31
2021-01-19;CUST-2258;medium;PROD-590;product-segment-2;2021;251.07
2021-06-23;CUST-3810;large;PROD-420;product-segment-3;2021;714.17
2021-02-06;CUST-4705;small;PROD-264;product-segment-3;2021;91.36
2021-07-23;CUST-1916;medium;PROD-992;product-segment-3;2021;495.88
2021-08-25;CUST-4364;medium;PROD-447;product-segment-1;2021;434.74
2021-06-12;CUST-4412;small;PROD-932;product-segment-1;2021;57.64
2021-09-28;CUST-3877;small;PROD-880;product-segment-2;2021;182.76
2021-06-19;CUST-2324;large;PROD-168;product-segment-2;2021;859.18
2021-09-23;CUST-8630;medium;PROD-835;product-segment-2;2021;425.21
2021-05-01;CUST-9195;large;PROD-710;product-segment-2;2021;896.31
2021-06-18;CUST-9486;large;PROD-764;product-segment-2;2021;575.44
2021-01-03;CUST-8741;small;PROD-735;product-segment-2;2021;48.74
2021-11-23;CUST-7936;small;PROD-780;product-segment-1;2021;157.74
2021-10-13;CUST-2068;small;PROD-248;product-segment-2;2021;100.27
2021-11-12;CUST-3689;large;PROD-571;product-segment-1;2021;944.98
2021-02-13;CUST-5121;medium;PROD-250;product-segment-1;2021;340.11
2021-04-03;CUST-0189;small;PROD-531;product-segment-3;2021;148.32
2021-07-26;CUST-7294;medium;PROD-899;product-segment-3;2021;418.71
2021-12-04;CUST-1112;large;PROD-915;product-segment-1;2021;590.01
2021-01-21;CUST-2377;small;PROD-831;product-segment-3;2021;61.33
2021-02-12;CUST-5607;medium;PROD-816;product-segment-2;2021;298.58
2021-07-10;CUST-9251;large;PROD-722;product-segment-1;2021;744.0
2021-05-23;CUST-6095;large;PROD-833;product-segment-3;2021;508.54
2021-03-21;CUST-3930;medium;PROD-806;product-segment-1;2021;359.68
2021-08-20;CUST-7026;large;PROD-479;product-segment-2;2021;775.98
2021-10-26;CUST-7467;large;PROD-531;product-segment-3;2021;979.45
2021-08-11;CUST-9963;medium;PROD-405;product-segment-3;2021;359.52
2021-10-04;CUST-3202;medium;PROD-100;product-segment-2;2021;452.71
2021-08-02;CUST-2849;large;PROD-124;product-segment-3;2021;735.17
2021-10-26;CUST-8712;small;PROD-229;product-segment-3;2021;151.56
2021-03-04;CUST-5750;small;PROD-765;product-segment-1;2021;193.03
2021-10-16;CUST-9275;large;PROD-378;product-segment-3;2021;634.0
2021-01-20;CUST-3602;small;PROD-813;product-segment-3;2021;149.61
2021-09-18;CUST-3308;large;PROD-449;product-segment-1;2021;560.2
2021-06-09;CUST-6832;medium;PROD-949;product-segment-1;2021;261.71
2021-03-27;CUST-3151;large;PROD-263;product-segment-1;2021;918.59
2021-10-24;CUST-3474;large;PROD-681;product-segment-3;2021;743.5
2021-08-16;CUST-3737;medium;PROD-796;product-segment-2;2021;263.03
2021-08-01;CUST-3723;medium;PROD-160;product-segment-1;2021;384.9
2021-08-03;CUST-3736;medium;PROD-207;product-segment-2;2021;431.26
2021-12-05;CUST-2894;small;PROD-683;product-segment-2;2021;188.09
2021-10-23;CUST-2723;small;PROD-280;product-segment-1;2021;35.61
2021-03-18;CUST-1394;medium;PROD-921;product-segment-1;2021;496.22
2021-08-04;CUST-8654;large;PROD-229;product-segment-2;2021;560.16
2021-01-07;CUST-4348;small;PROD-874;product-segment-3;2021;198.44
2021-01-14;CUST-7939;medium;PROD-565;product-segment-3;2021;241.13
2021-05-23;CUST-0011;large;PROD-959;product-segment-3;2021;722.45
2021-07-05;CUST-7364;small;PROD-144;product-segment-3;2021;58.11
2021-08-23;CUST-7371;large;PROD-922;product-segment-3;2021;538.22
2021-09-24;CUST-5347;medium;PROD-575;product-segment-3;2021;236.12
2021-01-27;CUST-8400;large;PROD-709;product-segment-1;2021;606.79
2021-11-16;CUST-2236;small;PROD-423;product-segment-2;2021;155.27
2021-03-11;CUST-1029;medium;PROD-605;product-segment-1;2021;330.09
2021-11-27;CUST-1456;medium;PROD-508;product-segment-2;2021;479.18
2021-02-18;CUST-0510;medium;PROD-461;product-segment-1;2021;270.85
2021-09-16;CUST-6142;medium;PROD-752;product-segment-2;2021;425.01
2021-10-12;CUST-1287;medium;PROD-266;product-segment-2;2021;343.2
2021-09-14;CUST-3512;large;PROD-360;product-segment-1;2021;846.08
2021-01-27;CUST-3200;small;PROD-795;product-segment-3;2021;187.56
2021-01-10;CUST-0993;small;PROD-727;product-segment-3;2021;148.62
2021-04-09;CUST-3584;large;PROD-611;product-segment-3;2021;661.51
2021-06-08;CUST-8933;large;PROD-155;product-segment-1;2021;967.74
2021-05-06;CUST-3278;small;PROD-170;product-segment-2;2021;26.96
2021-04-09;CUST-3134;large;PROD-751;product-segment-2;2021;950.18
2021-02-21;CUST-5017;medium;PROD-286;product-segment-3;2021;238.31
2021-09-11;CUST-0238;small;PROD-221;product-segment-3;2021;125.16
2021-03-17;CUST-7736;small;PROD-435;product-segment-2;2021;34.34
2021-08-06;CUST-8372;small;PROD-509;product-segment-1;2021;153.65
2021-02-03;CUST-8973;medium;PROD-341;product-segment-1;2021;234.32
2021-07-26;CUST-1301;large;PROD-954;product-segment-2;2021;555.43
2021-03-24;CUST-0863;small;PROD-508;product-segment-2;2021;60.5
2021-11-15;CUST-4500;medium;PROD-875;product-segment-3;2021;369.06
2021-02-05;CUST-6277;small;PROD-938;product-segment-2;2021;87.16
2021-09-06;CUST-0676;large;PROD-260;product-segment-1;2021;789.85
2021-03-08;CUST-5230;medium;PROD-561;product-segment-1;2021;369.15
2021-01-03;CUST-1502;medium;PROD-593;product-segment-2;2021;430.03
2021-01-02;CUST-7407;small;PROD-787;product-segment-3;2021;66.2
2021-09-07;CUST-4460;small;PROD-825;product-segment-1;2021;107.29
2021-03-04;CUST-8968;medium;PROD-548;product-segment-3;2021;449.92
2021-03-16;CUST-1680;medium;PROD-933;product-segment-1;2021;310.23
2021-02-23;CUST-0839;medium;PROD-142;product-segment-1;2021;225.84
2021-04-27;CUST-5912;medium;PROD-447;product-segment-1;2021;223.82
2021-05-15;CUST-3807;large;PROD-867;product-segment-2;2021;749.15
2021-12-21;CUST-8410;small;PROD-939;product-segment-1;2021;155.18
2021-01-23;CUST-6216;medium;PROD-500;product-segment-1;2021;327.28
2021-12-03;CUST-0021;small;PROD-347;product-segment-3;2021;66.69
2021-05-24;CUST-0372;small;PROD-837;product-segment-1;2021;89.42
2021-05-05;CUST-0141;large;PROD-640;product-segment-1;2021;653.16
2021-05-12;CUST-7996;large;PROD-694;product-segment-1;2021;913.5
2021-02-13;CUST-2306;small;PROD-103;product-segment-1;2021;141.36
2021-04-03;CUST-1413;small;PROD-685;product-segment-2;2021;23.48
2021-12-07;CUST-3839;small;PROD-319;product-segment-3;2021;146.4
2021-10-26;CUST-7593;small;PROD-633;product-segment-1;2021;60.88
2021-06-26;CUST-1214;medium;PROD-988;product-segment-1;2021;463.3
2021-12-09;CUST-3661;medium;PROD-961;product-segment-2;2021;485.94
2021-06-14;CUST-0108;small;PROD-790;product-segment-3;2021;122.76
2021-09-25;CUST-5410;small;PROD-185;product-segment-2;2021;107.18
2021-09-23;CUST-0993;large;PROD-950;product-segment-3;2021;649.2
2021-03-04;CUST-8457;large;PROD-918;product-segment-2;2021;611.09
2021-02-18;CUST-3848;medium;PROD-843;product-segment-2;2021;291.72
2021-04-15;CUST-2184;medium;PROD-416;product-segment-2;2021;318.68
2021-04-02;CUST-5567;medium;PROD-699;product-segment-1;2021;463.33
2021-06-16;CUST-8479;large;PROD-159;product-segment-1;2021;693.91
2021-03-17;CUST-1967;small;PROD-642;product-segment-2;2021;72.73
2021-09-25;CUST-9192;large;PROD-337;product-segment-2;2021;512.83
2021-06-07;CUST-0471;large;PROD-980;product-segment-2;2021;852.91
2021-01-07;CUST-1171;small;PROD-200;product-segment-2;2021;19.33
2021-11-26;CUST-0878;medium;PROD-429;product-segment-3;2021;237.52
2021-04-11;CUST-0633;small;PROD-679;product-segment-1;2021;71.2
2021-06-19;CUST-5795;small;PROD-139;product-segment-2;2021;155.42
2021-12-25;CUST-1829;small;PROD-282;product-segment-2;2021;42.07
2021-03-25;CUST-7988;small;PROD-480;product-segment-3;2021;37.05
2021-08-01;CUST-1834;large;PROD-923;product-segment-1;2021;623.9
2021-01-11;CUST-4092;medium;PROD-543;product-segment-2;2021;306.45
2021-06-17;CUST-5460;medium;PROD-720;product-segment-1;2021;350.58
2021-04-13;CUST-3596;small;PROD-114;product-segment-3;2021;101.8
